ID,BLOCK,TREAT,Genotypes,GENOTYPE,Experiment,EMR.7DAP,EMR.9DAP,EMR.12DAP,NSTM.14DAP,HGT.16DAP,NLEAF.28DAP,NSTM.28DAP,HGT.28DAP,VGR.28DAP,DSTM.28DAP,SPAD.29DAP,HGT.41DAP,VGR.41DAP,NLEAF.41DAP,NSTM.41DAP,DSTM.42DAP,HGT.54DAP,SPAD.59DAP,HGT.70DAP,VGR.75DAP,STRS.75DAP,SPAD.76DAP,DSTEM.76DAP,STRS.83DAP,PRCT.83DAP,SPAD.83DAP,DSTM.84DAP,RWC.84DAP,DRWC,OP.84DAP,HGT.86DAP,LEAFFW,LEAFDW,STEMFW,STEMDW,ROOTFW,ROOTDW,TUBFW,TUBDW,NTUB,root:shoot,TUBDM,BIOMFW,BIOMDW,HI,TDWS,TTRNS,WUE,TWUE,TWA,FTSW,LA,LAR,SLA,RLG,ROOTMS,STOLMS
908,V,wellwater,13,CIP398208.219,LM06092013,1.00,1.00,1.00,3.00,25.00,23.00,3.00,64.00,3.00,0.55,43.50,114.00,3.00,48.00,3.00,6.13,138.00,39.80,150.00,3.00,3.00,35.00,6.96,3.00,5.00,37.80,7.02,74.04,27.00,-2.37,163.00,248.14,19.77,220.51,17.46,38.29,2.83,298.57,62.54,8.00,0.97,20.95,805.51,102.60,0.61,,10.05,10.21,6.23,9.85,0.77,9791,95,495,25,5,7
910,V,drydown,13,CIP398208.219,LM06092013,0.00,0.00,1.00,1.00,9.00,10.00,1.00,52.00,3.00,0.63,46.90,95.00,3.00,24.00,1.00,6.18,120.00,41.40,140.00,3.00,1.00,39.80,7.00,5.00,5.00,41.40,6.97,54.05,,-2.80,140.00,97.38,11.25,81.71,8.79,22.50,1.85,87.68,22.34,7.00,1.06,25.48,289.27,44.23,0.51,,3.52,12.58,6.35,0.99,0.03,3219,73,286,35,3,5
911,I,wellwater,14,CIP398208.33,LM06092013,1.00,1.00,1.00,3.00,19.00,32.00,3.00,55.00,5.00,0.87,57.00,90.00,3.00,61.00,3.00,7.71,125.00,44.30,148.00,7.00,1.00,41.30,8.08,3.00,7.00,34.70,8.56,60.54,-8.34,-2.03,156.00,172.67,23.46,284.50,19.93,86.43,5.68,184.81,29.72,16.00,0.92,16.08,728.41,78.79,0.38,66.05,8.56,9.20,3.47,8.36,0.80,6050,77,258,28,7,7
913,I,drydown,14,CIP398208.33,LM06092013,1.00,1.00,1.00,2.00,24.00,19.00,2.00,47.00,3.00,0.68,58.30,76.00,3.00,38.00,2.00,6.86,110.00,49.80,127.00,3.00,1.00,47.40,7.16,3.00,5.00,45.60,7.08,65.58,,-3.00,128.00,136.87,14.33,116.55,10.62,71.66,7.67,92.70,19.63,12.00,0.78,21.18,417.78,52.25,0.38,,4.42,11.83,4.45,1.94,0.08,3327,64,232,30,7,7
914,II,drydown,14,CIP398208.33,LM06092013,1.00,1.00,1.00,2.00,22.00,28.00,3.00,56.00,5.00,0.88,62.50,89.00,5.00,51.00,3.00,9.23,120.00,49.50,137.00,5.00,3.00,48.80,8.74,5.00,5.00,46.40,8.36,59.95,,-2.70,137.00,156.21,20.96,164.45,17.86,68.01,5.33,107.32,27.86,3.00,0.90,25.96,495.99,72.01,0.39,,6.07,11.87,4.59,3.52,0.08,3812,53,182,40,7,5
917,II,wellwater,14,CIP398208.33,LM06092013,1.00,1.00,1.00,2.00,21.00,25.00,2.00,57.00,5.00,0.79,62.30,88.00,3.00,56.00,2.00,8.81,120.00,43.70,157.00,5.00,1.00,39.10,8.91,1.00,5.00,39.10,8.77,71.70,16.40,-2.20,157.00,270.23,22.04,244.97,17.86,112.96,6.61,209.87,37.46,14.00,0.90,17.85,838.03,83.97,0.45,74.37,9.06,9.27,4.14,8.86,0.78,9221,110,418,40,7,7
919,III,wellwater,14,CIP398208.33,LM06092013,1.00,1.00,1.00,2.00,18.00,22.00,2.00,57.00,5.00,0.89,64.90,88.00,5.00,43.00,2.00,8.42,118.00,47.10,147.00,7.00,1.00,35.30,7.44,7.00,9.00,27.80,8.69,59.66,-0.37,-2.20,148.00,14.62,10.07,136.42,14.57,75.20,4.56,129.35,18.21,20.00,0.53,14.08,355.59,47.41,0.38,104.61,7.93,5.98,2.30,7.73,0.89,,,,40,5,7
921,IV,wellwater,14,CIP398208.33,LM06092013,1.00,1.00,1.00,2.00,24.00,25.00,2.00,55.00,3.00,0.70,58.90,86.00,3.00,46.00,2.00,7.30,120.00,46.40,150.00,5.00,1.00,39.70,7.14,1.00,5.00,38.00,7.64,66.91,16.95,-2.07,151.00,284.03,24.48,236.38,17.89,107.61,6.87,301.70,53.68,11.00,0.99,17.79,929.72,102.92,0.52,42.79,9.49,10.85,5.66,9.29,0.78,9776,95,399,40,5,7
922,III,drydown,14,CIP398208.33,LM06092013,1.00,1.00,1.00,2.00,20.00,24.00,2.00,51.00,3.00,0.73,57.10,85.00,5.00,40.00,2.00,9.08,116.00,47.70,134.00,5.00,1.00,48.80,7.81,5.00,5.00,43.80,7.57,59.88,,-3.07,134.00,137.84,15.91,141.90,13.37,81.88,7.24,81.45,19.05,15.00,0.77,23.39,443.07,55.57,0.34,,4.70,11.82,4.05,2.29,0.05,3450,62,217,40,7,7
923,IV,drydown,14,CIP398208.33,LM06092013,1.00,1.00,1.00,3.00,16.00,28.00,3.00,49.00,5.00,0.73,59.30,81.00,3.00,48.00,3.00,7.88,112.00,45.30,127.00,5.00,3.00,40.30,8.09,5.00,5.00,47.90,7.96,55.56,,-3.13,124.00,127.18,18.43,114.63,13.97,53.58,5.92,98.49,22.97,15.00,0.93,23.32,393.88,61.29,0.37,,5.79,10.59,3.97,3.18,0.00,3318,54,180,40,7,7
924,V,drydown,14,CIP398208.33,LM06092013,1.00,1.00,1.00,4.00,15.00,29.00,4.00,46.00,3.00,0.63,56.90,75.00,3.00,48.00,4.00,5.77,116.00,48.50,120.00,3.00,1.00,48.20,6.29,5.00,5.00,46.10,5.83,49.27,,-2.63,117.00,132.27,16.13,116.84,12.94,57.24,5.77,125.90,30.27,25.00,0.86,24.04,432.25,65.11,0.46,,4.97,13.10,6.09,2.38,0.01,3665,56,227,,,
925,V,wellwater,14,CIP398208.33,LM06092013,1.00,1.00,1.00,2.00,24.00,24.00,2.00,52.00,5.00,0.78,61.80,83.00,3.00,36.00,2.00,8.16,115.00,48.60,137.00,7.00,1.00,38.60,7.89,1.00,5.00,36.30,8.69,65.13,24.35,-2.37,135.00,307.40,27.58,283.51,23.96,104.90,7.23,,,,0.88,,695.81,58.77,,,11.50,5.11,,11.30,0.73,8979,153,326,32,7,7
926,I,wellwater,15,CIP398208.620,,1.00,1.00,1.00,2.00,17.00,22.00,2.00,56.00,5.00,0.83,58.20,107.00,5.00,37.00,2.00,8.55,140.00,44.00,148.00,7.00,1.00,42.20,8.89,3.00,5.00,37.80,8.76,70.25,26.10,-2.87,145.00,223.18,18.08,170.96,12.14,42.63,2.82,368.63,68.86,10.00,1.21,18.68,805.40,101.90,0.68,73.38,9.34,10.91,7.37,9.14,0.81,,,,28,5,5
927,II,wellwater,15,CIP398208.620,,0.00,1.00,1.00,2.00,9.00,18.00,2.00,49.00,3.00,0.69,54.40,100.00,3.00,32.00,2.00,7.95,135.00,44.10,144.00,5.00,1.00,45.40,8.13,3.00,5.00,44.80,8.11,70.61,32.45,-2.13,147.00,207.98,16.68,153.79,11.78,31.02,2.48,396.85,78.64,8.00,1.17,19.82,789.64,109.58,0.72,,9.81,11.17,8.01,9.61,0.75,6305,58,378,35,5,5
929,III,wellwater,15,CIP398208.620,,1.00,1.00,1.00,2.00,16.00,19.00,2.00,53.00,5.00,0.77,56.00,99.00,5.00,34.00,2.00,7.82,136.00,44.40,142.00,7.00,1.00,41.90,8.23,3.00,5.00,41.30,8.42,68.39,21.04,-2.50,140.00,199.68,15.48,154.45,11.17,42.82,2.88,404.41,78.62,16.00,1.10,19.44,801.36,108.15,0.73,42.93,10.37,10.43,7.58,10.17,0.82,6303,58,407,35,5,5
930,I,drydown,15,CIP398208.620,,1.00,1.00,1.00,1.00,10.00,18.00,2.00,52.00,3.00,0.70,53.30,103.00,3.00,33.00,2.00,7.83,138.00,49.60,140.00,5.00,3.00,43.40,7.63,7.00,7.00,44.20,7.42,51.91,,-2.87,144.00,72.90,11.22,103.48,11.43,19.80,2.40,215.65,50.53,5.00,0.81,23.43,411.83,75.58,0.67,,6.25,12.09,8.09,3.69,0.02,1815,24,162,25,5,1
932,II,drydown,15,CIP398208.620,,1.00,1.00,1.00,1.00,8.00,19.00,2.00,45.00,5.00,0.84,53.80,90.00,5.00,30.00,2.00,8.66,119.00,47.20,136.00,5.00,3.00,43.40,8.59,5.00,5.00,49.20,8.96,47.69,,-2.73,137.00,106.33,13.31,134.37,11.82,45.80,4.29,101.34,23.78,19.00,0.83,23.47,387.84,53.20,0.45,,4.43,12.01,5.37,1.78,0.02,,,,40,5,7
933,III,drydown,15,CIP398208.620,,0.00,1.00,1.00,2.00,11.00,22.00,2.00,48.00,5.00,0.76,54.80,96.00,3.00,33.00,2.00,8.00,129.00,46.70,144.00,5.00,3.00,44.60,7.59,7.00,7.00,41.30,7.33,54.00,,-2.67,141.00,79.51,10.73,127.54,10.95,40.94,3.93,159.20,33.75,8.00,0.72,21.20,407.19,59.36,0.57,,5.01,11.84,6.73,2.38,0.07,1601,27,149,35,7,5
935,IV,wellwater,15,CIP398208.620,,1.00,1.00,1.00,2.00,12.00,21.00,2.00,54.00,5.00,0.74,54.40,102.00,5.00,39.00,2.00,7.59,130.00,40.40,142.00,5.00,3.00,41.20,7.82,3.00,7.00,40.20,7.77,63.66,2.28,-2.97,145.00,156.01,12.69,171.57,11.76,219.50,1.83,237.13,45.41,7.00,0.93,19.15,784.21,71.69,0.63,,6.73,10.65,6.74,6.53,0.86,,,,25,5,5
936,IV,drydown,15,CIP398208.620,,1.00,1.00,1.00,3.00,13.00,27.00,3.00,52.00,3.00,0.73,52.30,98.00,5.00,46.00,3.00,7.59,129.00,47.60,132.00,3.00,3.00,46.70,7.49,7.00,7.00,45.20,8.35,62.21,,-2.53,135.00,53.48,12.08,105.03,11.19,23.49,2.78,165.49,39.54,15.00,0.86,23.89,347.49,65.59,0.60,,5.50,11.92,7.19,3.01,0.00,,,,30,5,5
939,V,drydown,15,CIP398208.620,,0.00,1.00,1.00,2.00,10.00,18.00,2.00,50.00,5.00,0.72,53.30,101.00,3.00,36.00,2.00,7.37,133.00,48.80,136.00,5.00,3.00,45.80,7.61,7.00,7.00,41.10,7.54,58.64,,-2.90,141.00,59.63,12.56,92.62,10.32,22.82,2.76,217.86,49.95,15.00,0.96,22.93,392.93,75.59,0.66,,6.16,12.27,8.11,3.62,0.02,1177,16,94,30,5,1
940,V,wellwater,15,CIP398208.620,,1.00,1.00,1.00,1.00,12.00,10.00,1.00,48.00,5.00,0.74,59.60,92.00,5.00,23.00,1.00,8.05,130.00,45.40,115.00,7.00,1.00,42.90,8.63,3.00,5.00,38.40,8.69,70.11,16.36,-2.33,147.00,194.68,18.73,151.68,12.13,43.27,3.03,326.89,62.46,6.00,1.24,19.11,716.52,96.35,0.65,79.97,8.18,11.78,7.64,7.98,0.76,6522,68,348,32,5,3
